"OPTY_ID","DRVD_BU_MKT_SEG_NM","DRVD_SVP_REGN_NM","OPTY_BAND","WON_AMT","OPTY_NM","OPTY_TYP","OPTY_SRC_NM","LEAD_TYP","OPTY_AGE","WON_FLG","INDUSTRY_NM","EMP_BAND","SPRT_LVL_NM"
"0060M0000152LtmQAE","CMRCL","AMER","10K-100K",18000,"Rubicon Global Holdings, LLC - (+23) Service Analytics App, (+2) Dreamforce passes","Add-On Business","AE","Other",0,"Y","Professional Services","200-1000","Premier"
"00630000011qksnAAA","ESMB","AMER","<1K",300,"The Chair Doctor LLC- (+1) GE","New Business","SDR","Other",1080,"Y","Retail & CG","<50","Basic"
"00630000012z2yoAAA","ESMB","AMER","1K-5K",2030.4,"QB Medical (+10 Work.com) 30 EE","Add-On Business","AE","Other",968,"Y","Healthcare & Life Sciences","<50","Premier"
"006300000135tsvAAA","CMRCL","AMER","1K-5K",1560,"Parallel Advisors (+1 EE) 34 EE","Add-On Business","AE","Other",968,"Y","Financial Services","<50","Basic"
"00630000010izGVAAY","CMRCL","AMER","1K-5K",1482,"Glass Lake Capital- (+3) 2PE & 1DDC","New Business","SDR","Sign-Up Form",1115,"Y","Financial Services","<50","Basic"
"00630000010Pf89AAC","CMRCL","AMER","<1K",0,"Prometric Inc. PSA Early renewal","Renewal","AE","Other",0,"Y","High Tech","1000-5000","Premier"
"00630000010izmaAAA","CMRCL","AMER","<1K",60,"Gen Techs - Webstore","New Business","AE","Other",1115,"Y","Professional Services","<50","Basic"
"0063000000kLKb8AAG","ESMB","EMEA","5K-10K",8100,"Ski Solutions Ltd.-10-12EE","New Business","SDR","Contact Me Form",2683,"Y","Travel, Transportation, & Hospitality","<50","Basic"
"0063000000P3f2aAAB","CMRCL","AMER","<1K",297,"Wash Pro Enterprises, Inc.-(+3) 3GE","New Business","SDR","Sign-Up Form (GE)",3513,"Y","Manufacturing","<50","Basic"
"0063000000GnvBWAAZ","ESMB","AMER","<1K",600,"A.I.A. Plastics, Inc. (+5) 5 GE","New Business","AE","Other",3837,"Y","Manufacturing","<50","Basic"
"0060M000015HeKyQAK","CMRCL","AMER","1K-5K",4136.16,"DES Corp +4 EE","Add-On Business","AE","Other",0,"Y","High Tech","50-200","Basic"
"0060M000015HfJ3QAK","CMRCL","AMER","1K-5K",1800,"Credit JMP (+1EE) 1EE","New Business","BDR","Other",0,"Y","Financial Services","200-1000","Basic"
"00630000010NM19AAG","ESMB","AMER","<1K",780,"Sallyport Commercial Finance, LLC - (+1 PE) 7 PE","Add-On Business","AE","Other",1214,"Y","Financial Services","<50","Premier"
"006300000103Ov3AAE","ESMB","AMER","<1K",0,"Pierry Interactive - ET, Reseller, Client Support (Chairish)","Add-On Business","AE","Other",1214,"Y","Retail & CG","<50","Basic"
"006300000103OvFAAU","CMRCL","AMER","<1K",0,"Tarte - Emails","Add-On Business","AE","Other",1214,"Y","Retail & CG","200-1000","Basic"
"00630000010NLMzAAO","ESMB","AMER","1K-5K",1560,"Fluid Edge- (+2) 2PE","New Business","SDR","Sign-Up Form",1214,"Y","Retail & CG","<50","Basic"
"00630000012PrheAAC","CMRCL","AMER","<1K",225,"Level Eleven, LLC_ISVForce","Add-On Business","AE","Other",0,"Y","Professional Services","200-1000","Premier"
"0060M000013UmZgQAK","ENTR","AMER","1K-5K",4200,"MC - The Richards Group(Meredith) - AO - Email","Add-On Business","AE","Other",0,"Y","Communications & Media","<50","Partner Basic"
"0063000000ndaYAAAY","CMRCL","AMER","1K-5K",4050,"Science Companion - Webstore","Add-On Business","AE","Other",2470,"Y","Professional Services","<50","Basic"
"0063000000xZCu4AAG","CMRCL","AMER","1K-5K",2370,"Tongal (+2) 44 EE Ramp","Add-On Business","AE","Other",1578,"Y","Communications & Media","50-200","Basic"
"0063000000zPHANAA4","ESMB","EMEA","1K-5K",2559.6,"Privatam +2EE ( 10)","Add-On Business","AE","Other",1204,"Y","Financial Services","<50","Basic"
"0063000000zPHBaAAO","CMRCL","AMER","<1K",780,"Brickwork Software (+2) 4 PE","Add-On Business","SDR","Other",1204,"Y","High Tech","<50","Basic"
"00630000010NdeLAAS","ENTR","EMEA","10K-100K",76070.88,"Schaeffler OEM 160","Add-On Business","AE","Other",1204,"Y","Manufacturing",">5000","Premier"
"006300000103ZM4AAM","CMRCL","AMER","1K-5K",2625,"Interactive Health (+2) 50EE","Add-On Business","AE","Other",1204,"Y","Healthcare & Life Sciences","1000-5000","Premier"
"0063000000zDYyCAAW","ENTR","AMER","<1K",540,"FJC Security Services   Inc. - Webstore","Add-On Business","AE","Other",1465,"Y","Professional Services","1000-5000","Basic"
"00630000011u75eAAA","ENTR","EMEA","1K-5K",1965.6,"GEO Solutions NV +2EE (14EE)","Add-On Business","AE","Other",1068,"Y","Financial Services","50-200","Basic"
"0063000000yx0RWAAY","CMRCL","AMER","1K-5K",1328.4,"In Motion Technology Inc - Webstore","Add-On Business","AE","Other",1506,"Y","Professional Services","50-200","Basic"
"0063000000yx0NeAAI","ESMB","AMER","<1K",120,"D.M. Kelly & Company - Webstore","New Business","SDR","Other",1506,"Y","Financial Services","<50","Basic"
"0063000000yx0TIAAY","ESMB","AMER","5K-10K",6131.25,"Greenrise Technologies- (+6) 5  PE + 1 data.com PSP","New Business","SDR","Sign-Up Form",1506,"Y","Healthcare & Life Sciences","<50","Basic"
"0063000000ywW0TAAU","CMRCL","AMER","<1K",60,"Alzheimer's Support Network - Webstore","New Business","SDR","Other",1524,"Y","Healthcare & Life Sciences","<50","Basic"
"0063000000aQWdxAAG","CMRCL","AMER","<1K",702,"idSoftware - Webstore","Add-On Business","AE","Other",3030,"Y","High Tech","<50","Basic"
"0063000000jN2L8AAK","CMRCL","AMER","1K-5K",1820.25,"PatientSafe Solutions, Inc. (+1) 10EE","Add-On Business","AE","Other",2716,"Y","Healthcare & Life Sciences","50-200","Premier"
"0060M000015FZWXQA4","CMRCL","AMER","<1K",313.93,"Samasource_ISVForce","New Business","AE","Other",0,"Y","Healthcare & Life Sciences","50-200","Basic"
"0060M000014zbmoQAA","ESMB","AMER","<1K",0,"Good Samaritan Health & Wellness Center_OEM","Add-On Business","AE","Other",0,"Y","Healthcare & Life Sciences","<50","Basic"
"00630000010PLulAAG","ESMB","AMER","<1K",600,"Vernon Management Group, Inc. - Webstore","New Business","AE","Other",1135,"Y","Financial Services","<50","Basic"
"006300000118nHhAAI","ENTR","AMER","<1K",0,"SilverSky/BAE Systems API DDC PC/PP License Transfer","Add-On Business","ECS","Other",1135,"Y","High Tech","200-1000","Basic"
"00630000011sCTgAAM","CMRCL","APAC","10K-100K",27480,"ABnote  (Global Teams) + CE Upgrade 50PE (70CE)","Upgrade","BDR","Other",1074,"Y","Manufacturing","200-1000","Basic"
"00630000012Wi2GAAS","CMRCL","AMER","1K-5K",1250.01,"Entertainment Benefits Group - SAP","Add-On Business","AE","Other",1049,"Y","Professional Services","50-200","Basic"
"00630000012WiIjAAK","CMRCL","AMER","<1K",84,"Financialcad Corporation (+1 Files Connect)","Add-On Business","AE","Other",1049,"Y","High Tech","50-200","Basic"
"0063000000yKCp2AAG","ENTR","AMER","1K-5K",1200,"Gilbarco Ltd - Dynamic Dashboard Org Merge","Add-On Business","ECS","Other",1049,"Y","Manufacturing","200-1000","Premier"
"0060M000013W2rFQAS","ESMB","AMER","1K-5K",2988,"Insurance Revenue LLC- (+3) 3PE + (+3) 3 IQ inbox","New Business","SDR","Sign-Up Form",0,"Y","Professional Services","<50","Basic"
"0060M000013W3IGQA0","ESMB","LACA","<1K",0,"Ring Ring API","Courtesy","AE","Other",0,"Y","High Tech","50-200","Basic"
"0063000000yWCwsAAG","ESMB","EMEA","5K-10K",7783.2,"IENA Consulting - 20PE Upgrade LT","Upgrade","AE","Other",1507,"Y","Professional Services","<50","Basic"
"0063000000yx30eAAA","CMRCL","AMER","<1K",900,"Change Create Transform LLC - (+3) 3GE","New Business","SDR","Sign-Up Form",1505,"Y","Professional Services","<50","Basic"
"00630000012PO7iAAG","ENTR","EMEA","<1K",0,"LATE RENEWAL TK","Renewal","AE","Other",891,"Y","Communications & Media","1000-5000","Basic"
"00630000012YllWAAS","CMRCL","AMER","1K-5K",1200,"Observepoint, LLC - (+1) 7DeskB","Add-On Business","AE","Other",891,"Y","High Tech","50-200","Basic"
"00630000012POIgAAO","ENTR","AMER","<1K",0,"Florida Blue (Tillman) - 357 3 day courtesy licenses","Courtesy","ECS","Other",891,"Y","Healthcare & Life Sciences",">5000","Premier"
"0060M000014UXSRQA4","CMRCL","AMER","<1K",14.38,"Abode Systems_ISVForce","Add-On Business","AE","Other",0,"Y","Communications & Media","50-200","Basic"
"0060M000014IOfxQAG","CMRCL","APAC","5K-10K",7776,"Goodway Rubber Industries Sdn Bhd- (+PARDOT +12) 12 PE (Ramp)","New Business","BDR","Other",0,"Y","Manufacturing","200-1000","Premier"
"00630000010ONt9AAG","CMRCL","AMER","<1K",390,"Steel Brick, Inc._ISVForce","Add-On Business","AE","Other",1176,"Y","High Tech","1000-5000","Premier"
"00630000012PzDhAAK","CMRCL","AMER","<1K",0,"Sysomos +12 Desk Pro (swap)","Add-On Business","AE","Other",0,"Y","Communications & Media","200-1000","Premier"
"00630000012PnKMAA0","CMRCL","EMEA","1K-5K",1200,"Syneron - Add 10 Customer Portal Manager","Add-On Business","AE","Partner Sourced",0,"Y","Healthcare & Life Sciences","200-1000","Basic"
"00630000011eJULAA2","ESMB","AMER","<1K",300,"Wynnchurch Capital_OEM","Add-On Business","AE","Other",1101,"Y","Financial Services","<50","Basic"
"0063000000zhI6dAAE","ESMB","EMEA","1K-5K",1161,"Citadel-2PE add-on","Add-On Business","SDR","Test Drive",1367,"Y","Professional Services","<50","Basic"
"0060M000014JPV1QAO","CMRCL","AMER","<1K",0,"Hilliard Lyons_OEM","Add-On Business","AE","Other",0,"Y","Financial Services","1000-5000","Basic"
"0060M000014FIv5QAG","CMRCL","AMER","<1K",193.86,"Bishop Marketing Agency_ISVForce","New Business","AE","Other",0,"Y","Professional Services","<50","Basic"
"0063000000vWb29AAC","CMRCL","AMER","<1K",780,"International Business Services Ltd- (+1) 1PE","New Business","SDR","Other",1973,"Y","Professional Services","<50","Basic"
"0060M000014IxgNQAS","CMRCL","AMER","5K-10K",8100,"Consumer Unified- (+10) 58EE + 39Engage","Add-On Business","AE","Other",0,"Y","Professional Services","50-200","Basic"
"0063000000PXVR0AAP","CMRCL","AMER","<1K",780,"Devine Group Inc +1 (5PE)","Add-On Business","AE","Other",3489,"Y","Professional Services","50-200","Basic"
"0063000001377i7AAA","ENTR","AMER","<1K",538.2,"Osvaldo Gomez_ISVForce","Add-On Business","AE","Other",883,"Y","Healthcare & Life Sciences","1000-5000","Premier"
"0063000000XvRVpAAN","CMRCL","AMER","1K-5K",1500,"Pearson Packaging Systems - (+1) 65 UE","Add-On Business","AE","Other",3139,"Y","Manufacturing","50-200","Premier"
"0063000000SKszXAAT","ESMB","EMEA","1K-5K",2799,"Seebyte Ltd.-5PE","New Business","SDR","Sign-Up Form",3359,"Y","High Tech","50-200","Basic"
"0063000000OrQ37AAF","ENTR","AMER","1K-5K",3900,"Pangea3 LLC (+13) 13 API","Add-On Business","AE","Other",3522,"Y","Professional Services","200-1000","Basic"
"0060M000013XUA2QAO","ESMB","AMER","1K-5K",3060,"Caligor - (+4) Ramp to 25 EE","Add-On Business","AE","Other",0,"Y","Healthcare & Life Sciences","<50","Basic"
"0060M000014Dq6WQAS","CMRCL","AMER","<1K",375.05,"Samkoo Pacific, LLC_OEM","New Business","AE","Other",0,"Y","Communications & Media","<50","Basic"
"0060M000013trNlQAI","CMRCL","EMEA","1K-5K",1848,"C. Hafner GmbH + Co. KG (+2EE) 58 EE","Add-On Business","AE","Other",0,"Y","Manufacturing","200-1000","Basic"
"00630000010QFnIAAW","ESMB","APAC","5K-10K",6966,"Platinum Laboratories Pty Ltd (+3EE) 8EE","Add-On Business","AE","Other",1099,"Y","Other","<50","Basic"
"0060M0000152T6JQAU","CMRCL","EMEA","<1K",0,"Localjobs - 6 EE Courtresy","Courtesy","AE","Other",0,"Y","Communications & Media","<50","Basic"
"0060M000014yrA0QAI","CMRCL","AMER","<1K",180,"The Angell Law Firm, LLC_OEM","Add-On Business","AE","Other",0,"Y","Professional Services","<50","Basic"
"0063000000yxMO6AAM","CMRCL","AMER","5K-10K",6750,"Motoman D.com (+25 Prospector) 65EE","Add-On Business","AE","Other",1491,"Y","Manufacturing","50-200","Premier"
"0063000000yxLcCAAU","ESMB","APAC","<1K",300,"Farrow Jamieson_OEM","Add-On Business","AE","Other",1491,"Y","Professional Services","<50","Basic"
"0063000000yWgXyAAK","ESMB","APAC","<1K",0,"MCYC Community Services Society-","New Business","SDR","Other",1491,"Y","Other","<50","Basic"
"0063000000yxOWwAAM","CMRCL","AMER","1K-5K",1275,"Jitterbit - Webstore","Add-On Business","AE","Other",1490,"Y","High Tech","200-1000","Basic"
"0063000000yxOYnAAM","CMRCL","AMER","<1K",866.7,"Comprehensive Heatlh Svc Inc (2nd Org) (+1)","Add-On Business","AE","Other",1490,"Y","Healthcare & Life Sciences","200-1000","Basic"
"00630000012z8sRAAQ","CMRCL","AMER","1K-5K",3000,"Brookes Publishing- (2015 Renewal)","Add-On Business","AE","Other",962,"Y","Communications & Media","50-200","Premier"
"00630000012z8sKAAQ","ESMB","AMER","<1K",0,"BenchPrep - (2015 Renewal)","Add-On Business","AE","Other",962,"Y","Retail & CG","<50","Basic"
"00630000012z8jfAAA","ENTR","EMEA","1K-5K",1875,"Accor Hotels Nederland nv_OEM","Add-On Business","AE","Other",962,"Y","Travel, Transportation, & Hospitality","1000-5000","Basic"
"0060M000014NAOHQA4","CMRCL","AMER","<1K",617.76,"The Trade Group_ISVForce","Add-On Business","AE","Other",0,"Y","High Tech","50-200","Premier"
"0060M000014G0PIQA0","CMRCL","AMER","<1K",0,"Renew Funding (+20 API Call Blocks)","Courtesy","AE","Other",0,"Y","Financial Services","200-1000","Basic"
"0060M0000143tUfQAI","CMRCL","EMEA","<1K",826.8,"SPANDEX +2PRO STEELBRICK","Add-On Business","BDR","Other",0,"Y","Manufacturing","200-1000","Basic"
"0063000000zjAhoAAE","CMRCL","AMER","<1K",300,"The Badger Group - (+1) 7 GE","Add-On Business","AE","Other",1305,"Y","Manufacturing","50-200","Basic"
"0063000000zibZDAAY","ESMB","EMEA","<1K",780,"Lyst (+1PE) 7PE","Add-On Business","AE","Other",1331,"Y","High Tech","<50","Basic"
"00630000012PYENAA4","CMRCL","AMER","1K-5K",3978,"Garbageman (+6) 8 SIQ Growth","Add-On Business","AE","Other",883,"Y","Agriculture & Mining","50-200","Basic"
"006300000137856AAA","ESMB","LACA","1K-5K",2580,"SSLHB - Real InterContinental San Salvador_OEM","Add-On Business","AE","Other",883,"Y","Travel, Transportation, & Hospitality","<50","Basic"
"0063000001378kRAAQ","ESMB","AMER","<1K",41.38,"Inside NGO_ISVForce","New Business","AE","Other",0,"Y","Professional Services","<50","Basic"
"0063000001378XrAAI","ESMB","EMEA","<1K",600,"Caerus_OEM","New Business","AE","Other",883,"Y","Financial Services","<50","Basic"
"0063000001378k2AAA","ESMB","AMER","<1K",68.04,"IBN Bonds_ISVForce","New Business","AE","Other",883,"Y","Financial Services","<50","Basic"
"0063000001378kvAAA","CMRCL","AMER","<1K",124.2,"Domo, Inc._ISVForce","New Business","AE","Other",883,"Y","High Tech","200-1000","Premier"
"0063000001378mIAAQ","ENTR","AMER","100K-500K",106500.01,"Sam's Club_ISVForce","New Business","AE","Other",883,"Y","Retail & CG",">5000","Basic"
"00630000012PYKLAA4","CMRCL","AMER","<1K",129.6,"ClearDATA Networks, Inc._ISVForce","New Business","AE","Other",883,"Y","Professional Services","50-200","Basic"
"00630000012PYKaAAO","ENTR","EMEA","1K-5K",2326.73,"RTL Nederland_ISVForce","New Business","AE","Other",883,"Y","Communications & Media","1000-5000","Premier"
"0063000001378sQAAQ","CMRCL","APAC","5K-10K",6473.52,"SolarCity +4EE (36EE)","Add-On Business","AE","Other",883,"Y","Manufacturing","50-200","Basic"
"00630000012zd2TAAQ","ESMB","AMER","1K-5K",3588,"Clary Corp. - (+5) 5 PE","New Business","SDR","Sign-Up Form",934,"Y","High Tech","<50","Basic"
"00630000012zMCEAA2","CMRCL","AMER","5K-10K",8190,"Axiom Technology, Inc  Usa - (+14) 46EE","Renewal","AE","Other",951,"Y","High Tech","50-200","Basic"
"0060M000014FmziQAC","ENTR","AMER","10K-100K",23625,"MC - Xmpie Inc - AB - Email Entitlement - AV","Add-On Business","BDR","Other",0,"Y","High Tech","50-200","Premier"
"0063000000heJfbAAE","ESMB","AMER","<1K",780,"Pandesa Corporation - Webstore","Add-On Business","AE","Other",2774,"Y","Professional Services","<50","Basic"
"0060M000015FLeXQAW","ENTR","AMER","100K-500K",126923.09,"Informatica Sales Org - CPQ +(150)","Add-On Business","ECS","Other",0,"Y","High Tech","1000-5000","Premier"
"0060M0000157O3PQAU","ESMB","EMEA","5K-10K",6720,"The Ivestment Assocaition 5 EE add on","Add-On Business","AE","Other",0,"Y","Financial Services","50-200","Basic"
"0060M000014UoYTQA0","CMRCL","EMEA","1K-5K",1021.8,"Spectracom_ISVForce_renewal","Upgrade","AE","Other",0,"Y","High Tech","200-1000","Basic"
"0060M000014ZKHTQA4","CMRCL","AMER","1K-5K",1849.5,"Draft on Site (+1 EE + 1 CC) 2 EE+CC+PSA","Add-On Business","AE","Other",0,"Y","Professional Services","<50","Premier"
"0060M000014ZDHnQAO","CMRCL","AMER","<1K",112.2,"My Outdesk_ISVForce","New Business","AE","Other",0,"Y","Professional Services","50-200","Premier"
"0060M0000144k4OQAQ","ESMB","AMER","1K-5K",1665,"Dsg Consulting Inc (+1) 17EE","Add-On Business","AE","Other",0,"Y","Professional Services","<50","Basic"
"0060M0000144mr8QAA","ESMB","JP","10K-100K",28800,"Tsujimoto Construction Consulting Upgrade","Upgrade","AE","Other",0,"Y","Professional Services","<50","Basic"
"0060M000014UoQWQA0","ENTR","AMER","<1K",0,"Khan Academy_OEM","New Business","AE","Other",0,"Y","Education","50-200","Basic"
"0060M000014UoNDQA0","ESMB","EMEA","<1K",556.1,"Lemongrass Consulting Ltd_OEM","Add-On Business","AE","Other",0,"Y","High Tech","<50","Basic"
"0060M000013WgQlQAK","ESMB","AMER","1K-5K",1800,"StyleSage - Webstore","Add-On Business","AE","Other",0,"Y","Retail & CG","<50","Basic"
"0060M000014KE38QAG","ENTR","APAC","1K-5K",3338.4,"Metcash Trading Limited +2 Sales Cloud EE","Add-On Business","BDR","Other",0,"Y","Retail & CG","1000-5000","Basic"
"0060M000013VWeVQAW","CMRCL","AMER","1K-5K",4290,"Roland DGA (+5 Engage) 5 Engage (+10 SalesforceIQ Inbox) 10 SalesforceIQ Inbox","Add-On Business","SDR","Other",0,"Y","High Tech","50-200","Basic"
"0060M000014JsBMQA0","CMRCL","AMER","5K-10K",6000,"Thumbtack, Inc. - (+10gb) Data Storage","Add-On Business","AE","Other",0,"Y","Professional Services","200-1000","Basic"
"0063000000yyW76AAE","CMRCL","LACA","<1K",500,"Telefónica Venezuela_OEM_EE_Add_1_","Add-On Business","AE","Other",1444,"Y","Communications & Media","1000-5000","Basic"
"0063000000zDPgZAAW","ENTR","JP","100K-500K",437400,"EBARA CORPORATION - GS SFA add +3,premier(54)","Add-On Business","AE","Other",1471,"Y","Manufacturing","1000-5000","Basic"
"0063000000zDkJeAAK","CMRCL","EMEA","100K-500K",120510,"Vitec Communities plus 47 EE","Replacement","BDR","Other",1459,"Y","High Tech","200-1000","Basic"
"0063000000uNceKAAS","ESMB","AMER","<1K",360,"The Axiant group - Webstore","New Business","AE","Other",2101,"Y","Financial Services","<50","Basic"
"0060M000014INvRQAW","CMRCL","EMEA","5K-10K",5407.08,"Huhtamaki Flexible Packaging Germany GmbH & Co. KG- 3 EE Sales Cloud","Add-On Business","AE","Other",0,"Y","Manufacturing","1000-5000","Basic"
"0060M000014IO49QAG","CMRCL","AMER","10K-100K",16926,"HomeStreet Bank - (+13 Sales EE) 200 Sales EE","Add-On Business","AE","Other",0,"Y","Financial Services","200-1000","Basic"
"0063000000vVWW1AAO","ENTR","AMER","10K-100K",39600,"Telogis, Inc. (+40EE Add On Ramp)","Add-On Business","AE","Other",2003,"Y","High Tech","200-1000","Premier Priority"
"0060M000014EXZVQA4","CMRCL","AMER","1K-5K",2040,"Salient Partners, L.P._ISVForce","Add-On Business","AE","Other",0,"Y","Financial Services","200-1000","Premier"
"0063000000B2P3MAAV","ESMB","EMEA","1K-5K",1176,"HOUNDLINE + 2PE (total 10)","Add-On Business","AE","Other",4153,"Y","Communications & Media","<50","Basic"
"0060M000015GBnnQAG","ESMB","AMER","<1K",360,"Maruji & Raines - New Business - Quip - Business - Ecommerce","New Business","SDR","Sign-Up Form",0,"Y","Financial Services","<50","Basic"
"0060M000014NtmWQAS","ESMB","APAC","1K-5K",1680,"Elite Translations (+1)","Add-On Business","AE","Other",0,"Y","Travel, Transportation, & Hospitality","<50","Basic"
"0063000000D0sIUAAZ","CMRCL","EMEA","10K-100K",52870,"DWC (+50 UE)","Upgrade","AE","Other",4014,"Y","Public Sector","50-200","Premier"
"0063000000PmsEoAAJ","CMRCL","APAC","10K-100K",77400,"Commerce QLD (40UE) 40UE","Upgrade","AE","Other",3483,"Y","Other","50-200","Basic"
"0060M000014Z9MoQAK","CMRCL","AMER","5K-10K",7280.64,"4C Insights- (+5) 73EE CSS","Add-On Business","AE","Other",0,"Y","Professional Services","50-200","Basic"
"0060M000014UlJCQA0","ENTR","AMER","<1K",403.2,"Kohler Copmany_OEM","Add-On Business","AE","Other",0,"Y","Manufacturing",">5000","Basic"
"0060M000014UlHLQA0","CMRCL","AMER","<1K",648,"Associated Luxury Hotels Inc._OEM","Add-On Business","AE","Other",0,"Y","Travel, Transportation, & Hospitality","50-200","Basic"
"0060M000014Z27SQAS","ENTR","APAC","1K-5K",1350,"FCA - Alfa - ( +1 Wave) 1 Wave","Add-On Business","SDR","Partner Sourced",0,"Y","Manufacturing","1000-5000","Premier"
"0060M000013WJp3QAG","CMRCL","APAC","10K-100K",29138.4,"SB - NEXTDC Limited - FY16 Close","New Business","AE","Other",686,"Y","High Tech","200-1000","Premier"
"0060M0000156uI6QAI","ENTR","EMEA","<1K",0,"additional email attachments, domains and IPs","Add-On Business","AE","Other",0,"Y","Retail & CG",">5000","Signature"
"0060M000015EoV6QAK","ESMB","AMER","<1K",0,"Specality Infusion - Courtesy License","Courtesy","AE","Other",0,"Y","Healthcare & Life Sciences","<50","Premier"
"0060M000014z6PQQAY","CMRCL","AMER","<1K",967.68,"Aztex Enterprises Ltd._OEM","Add-On Business","AE","Other",0,"Y","Manufacturing","50-200","Basic"
"0060M000014z6TDQAY","ENTR","AMER","1K-5K",4050,"Amazon Web Services Inc_OEM","Add-On Business","AE","Other",0,"Y","Retail & CG",">5000","Premier"
"0060M000015ElPAQA0","CMRCL","AMER","<1K",121.5,"Jon Taylor_ISVForce","New Business","AE","Other",0,"Y","Professional Services","<50","Basic"
"0063000000yTfQGAA0","CMRCL","JP","100K-500K",450000,"Mirai Communication Network Inc.-PE+5(5),Premier Success Plan","New Business","SDR","Sign-Up Form",1557,"Y","Communications & Media","<50","Premier"
"0063000000yTf1zAAC","CMRCL","EMEA","<1K",230.4,"Changing Lives - HL 10 Platform","New Business","AE","Other",1557,"Y","Healthcare & Life Sciences","200-1000","Basic"
"0063000000yTkpIAAS","CMRCL","AMER","1K-5K",2250,"AXION International, Inc. (+6 PSA) #PIB","Add-On Business","AE","Other",1556,"Y","Manufacturing","<50","Basic"
"0063000000yTlwYAAS","ENTR","JP","<1K",0,"【Reseller】Hitachi Construction Machinery Co., Ltd.　EE(1)","Replacement","AE","Other",1556,"Y","Manufacturing","1000-5000","Basic"
"006300000136aKBAAY","CMRCL","AMER","<1K",840,"Perceptive Software-Add-on/Upgrade","Add-on/Upgrade","AE","Other",919,"Y","High Tech","1000-5000","Premier"
"006300000136aKpAAI","ENTR","AMER","1K-5K",1792.56,"Lifetime Brands-Add-on/Upgrade","Add-on/Upgrade","AE","Other",919,"Y","Manufacturing","1000-5000","Basic"
"0060M000015F5bpQAC","ENTR","AMER","5K-10K",5203.8,"Aramark (Upgrade & SWAP HPSI licenses on to GPO Org)","Add-On Business","AE","Other",0,"Y","Communications & Media","<50","Premier"
"0063000000YTjELAA1","ENTR","JP",">500K",1170000,"TOSHIBA PERSONAL COMPUTER SYSTEM CORPORATION-EE+7(7)&Force.com One-app+1(1)","New Business","SDR","Outbound Call",3112,"Y","High Tech","200-1000","Basic"
"0060M000013sjwZQAQ","ESMB","EMEA","<1K",840,"MAS PRODUCTIONS - Webstore","New Business","SDR","Other",0,"Y","Professional Services","<50","Basic"
"0060M000011kq1aQAA","ENTR","JP","<1K",0,"【Resellar】Yokogawa Electric Corporation　PE(10)","Renewal","AE","Other",0,"Y","High Tech","1000-5000","Basic"
"0060M000013UkvHQAS","ENTR","AMER","<1K",0,"Hertz - Salesforce Connect - Courtesy","Courtesy","ECS","Other",0,"Y","Travel, Transportation, & Hospitality",">5000","Signature"
"0060M000011ksOOQAY","CMRCL","AMER","<1K",0,"NexPoint Advisors, L.P. Highland Capital Management Fund Advisors, L.P. - Dreamforce Pass","Add-On Business","AE","Other",0,"Y","Financial Services","50-200","Premier"
"0060M000011ksegQAA","CMRCL","AMER","<1K",209.95,"Xirrus_OEM","New Business","AE","Other",0,"Y","High Tech","200-1000","Premier"
"0060M000011kt67QAA","CMRCL","JP","100K-500K",180000,"Hakuhodo DY intersolutions Inc. EE+1(21)","Add-On Business","AE","Other",0,"Y","High Tech","50-200","Basic"
"0063000000QivTGAAZ","ESMB","AMER","<1K",681,"Coast Cities Financial, Inc.-Upgrade GE (+1) 1 PE + MOBILE","Upgrade","SDR","Contact Me Form",3433,"Y","Financial Services","<50","Basic"
"0063000000LQd4EAAT","CMRCL","AMER","10K-100K",36900,"National Journal Group (+30) 30 EE","New Business","SDR","Product Promotion",3642,"Y","Communications & Media","200-1000","Basic"
"0063000000Ql523AAB","ENTR","JP",">500K",1020000,"Canon ITS(Canoｎ） EE+20(20)","New Business","AE","Other",3431,"Y","High Tech",">5000","Basic"
"0063000000TS5q7AAD","CMRCL","AMER","<1K",780,"Agentis Energy - (+1) 1 PE + Marketing Promo","New Business","SDR","Other",3306,"Y","High Tech","<50","Basic"
"00630000000mPEqAAM","CMRCL","Other","<1K",780,"Impelsys (+1) 2","Add-On Business","AE","Other",5372,"Y","Engineering, Construction, & Real Estate","50-200","Basic"
"0063000000c2XQ6AAM","ENTR","AMER","1K-5K",1185,"Vkernel Corporation - (+1 EE)","Add-On Business","AE","Other",2971,"Y","High Tech","50-200","Basic"
"0060M000014Je42QAC","ESMB","EMEA","1K-5K",1139.76,"VISI/ONE GmbH + 1EE","Add-On Business","AE","Other",0,"Y","Manufacturing","50-200","Basic"
"0060M000014FW7fQAG","CMRCL","AMER","1K-5K",2700,"Hansberger Growth Investors LP (+3SalesforceIQ CRM) 3","New Business","SDR","Online Content Registration",0,"Y","Financial Services","<50","Basic"
"006300000136eASAAY","CMRCL","AMER","1K-5K",1680,"Market Street Solutions-4p","New Business","AE","Other",919,"Y","Professional Services","<50","Basic"
"0063000000zGWnFAAW","ENTR","EMEA","5K-10K",5400,"Abbott Nutrition International – METAP +20 for 2015","Add-On Business","AE","Other",1402,"Y","Healthcare & Life Sciences","1000-5000","Premier"
"0060M000014N4CuQAK","ESMB","AMER","1K-5K",1915.31,"Management Information Tools +1 EE","Add-On Business","AE","Other",0,"Y","High Tech","<50","Premier"
